Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),"How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",I have a clear understanding of my core personal values. ,I can easily explain what matters most to me. ,My values rarely change over time. ,I feel confident in what I believe is right for me. ,Which of the following best represent your top three personal values? (select up to 3),What matters most to you in life?  ,My life feels meaningful. ,I feel fulfilled by how I spend my time. ,I have a clear sense of direction in my life. ,I often feel unsure about what I truly want in life. ,I feel motivated about my future. ,My daily behaviour reflects my values. ,I often behave in ways that conflict with what’s important to me. ,"I often know what I should do, but I struggle to follow through in real life ",I struggle to be the person I want to be. ,Which areas of your life feel least aligned with your values? (select all that apply),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed. ,I have felt active and vigorous. ,I woke up feeling fresh and rested. ,My daily life has been filled with things that interest me. ,I trust myself to make good decisions. ,I feel easily influenced by other people’s opinions. ,I doubt myself even when I know what I truly value. ,I find it difficult to follow my internal compass. ,Digital noise makes it harder to focus on what matters. ,I often feel distracted from my values by online content. ,"I often feel reactive, distracted, or pulled away from the person I want to become. ",AI tools sometimes influence how I think about decisions. ,I prefer to rely on my own judgement rather than AI suggestions. ,I worry that AI could push society away from meaningful things.  ,AI should be trained to reflect core human values. ,Understanding what humans value is important for future AI systems. ,Which values do you believe AI systems should reflect? (select up 3),What is your age group?,Which of the following best describes your current work status? ,What is your highest level of education? ,Country of residence,Which of the following best describes your gender?,How would you describe your general emotional wellbeing?  
25/11/2025 09:59:46,Yes,67696d49d386c9789b03b1da,Occasionally,5,5,6,6,"Family, Honesty / Integrity, Health",My family,3,2,3,4,2,2,4,5,4,"Work / career, Purpose / direction",2,3,2,2,2,4,2,5,5,3,4,3,2,5,3,5,6,"Fairness, Human wellbeing, Accountability",55 - 65,Other,Bachelor’s degree,UK,Man,3
25/11/2025 09:59:46,Yes,671a0b9bd81fdefb79d4f647,Everyday,6,6,5,6,"Family, Health, Faith / Spirituality",Family,6,6,6,2,6,6,2,3,2,Digital habits,4,4,3,4,4,6,2,2,3,2,3,6,5,5,4,5,6,"Honesty, Human wellbeing, Non-harm",35 - 44,Employed part-time,Postgraduate degree,UK,Woman,6
25/11/2025 09:59:47,Yes,5d1511f1e814b800016108a6,Never,7,6,7,7,"Family, Independence, Responsibility",welfare of myself and family,6,5,6,2,5,6,1,1,1,None,4,5,3,5,3,7,1,1,1,1,1,1,1,7,4,4,4,"Honesty, Respect, Non-harm",Over 65,Self-employed / freelance,Postgraduate degree,US,Man,7
25/11/2025 09:59:49,Yes,5eca46c6c1e2c601290bab15,Everyday,7,7,7,7,"Honesty / Integrity, Independence, Creativity",Being happy!,6,6,7,2,5,6,2,3,3,"Health, Time / focus, Relationships, Work / career, Digital habits, Purpose / direction",4,3,4,4,4,6,2,2,2,2,2,2,4,5,2,4,4,"Responsibility, Human wellbeing, Non-harm",55 - 65,Self-employed / freelance,Bachelor’s degree,UK,Man,5
25/11/2025 09:59:53,Yes,5d8cef3c28e183001a335ab0,Occasionally,2,2,5,3,"Family, Security / Stability, Health",My family ,2,2,2,6,3,4,2,2,5,"Time / focus, Relationships, Purpose / direction",3,3,2,3,2,5,7,6,4,7,6,2,2,6,7,6,4,"Honesty, Responsibility, Non-harm",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,3
25/11/2025 09:59:55,Yes,5ac976e9e734400001da60c2,Occasionally,5,7,6,5,"Honesty / Integrity, Creativity, Adventure",Comfort,3,2,2,3,3,2,6,7,7,"Health, Work / career, Finances, Purpose / direction",2,3,1,1,1,1,2,6,6,7,7,6,1,7,6,7,7,"Honesty, Empathy, Non-harm",45 - 54,Employed full time,Bachelor’s degree,Australia,Man,2
25/11/2025 10:00:02,Yes,5f1b05a8703c380d1393bb27,Rarely,7,7,7,7,"Family, Health, Faith / Spirituality",Family,7,7,7,1,7,7,1,1,1,None,4,4,4,4,4,7,2,1,1,7,4,5,2,7,7,7,7,"Honesty, Respect, Human wellbeing",Over 65,Not currently working,Some university/college,UK,Woman,6
25/11/2025 10:00:04,Yes,612c124ca9de71dbaebdee34,Sometimes,5,4,2,4,"Honesty / Integrity, Health, Independence",Independence,6,5,6,2,5,5,6,2,4,Finances,4,5,3,4,4,6,4,2,5,6,2,6,6,2,5,6,7,"Responsibility, Non-harm, Accountability",25 - 34,Employed full time,Bachelor’s degree,Canada,Woman,4
25/11/2025 10:00:10,Yes,664fcc22e5b93d906600cc77,Sometimes,5,6,3,6,"Achievement / Growth, Health, Independence",Progress,2,3,2,5,3,2,2,4,4,Time / focus,4,3,4,4,2,5,3,2,5,3,4,4,2,7,7,7,7,"Empathy, Respect, Accountability",18 - 24,Employed full time,Some university/college,US,Man,6
25/11/2025 10:00:10,Yes,5d617ba9364f9a0019f1dac3,Never,6,6,6,6,"Security / Stability, Health, Independence",maintaining good mental and physical health (so I can achieve other things that matter),1,2,2,4,1,4,5,6,6,"Relationships, Purpose / direction",2,2,1,1,1,3,2,5,4,3,2,4,1,7,7,5,6,"Honesty, Transparency, Accountability",35 - 44,Self-employed / freelance,Some university/college,US,Non-binary,1
25/11/2025 10:00:18,Yes,66940be4d73031b9ce31521f,Rarely,6,6,3,6,"Security / Stability, Health, Creativity",Currently my mental and physical wellbeing,5,3,3,4,5,5,5,4,3,Work / career,3,4,3,3,4,6,3,4,1,5,5,3,2,7,7,4,4,"Responsibility, Transparency, Accountability",18 - 24,Student,Some university/college,US,Man,5
25/11/2025 10:00:18,Yes,5bfd40608427ad000169962c,Sometimes,7,7,6,7,"Family, Honesty / Integrity, Compassion",The people in it,7,7,7,7,6,7,2,2,1,Work / career,5,5,5,5,5,7,2,3,2,3,2,2,4,6,7,6,6,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed full time,Bachelor’s degree,US,Woman,7
25/11/2025 10:00:18,Yes,666e25f56e916cd782e9b542,Everyday,7,7,7,7,"Family, Honesty / Integrity, Health","Having a healthy, happy family",7,6,6,1,7,7,1,1,1,"Time / focus, Digital habits",4,4,4,4,4,6,2,2,2,5,2,1,2,2,5,7,7,"Honesty, Respect, Non-harm",35 - 44,Employed full time,High school,New Zealand,Woman,6
25/11/2025 10:00:19,Yes,67605322a16c878521362a21,Everyday,5,4,5,5,"Family, Honesty / Integrity, Security / Stability","Looking after my family, now and for the future ",5,3,4,6,4,5,3,3,3,"Time / focus, Digital habits",3,4,3,2,2,6,5,5,4,6,6,7,5,4,5,5,6,"Empathy, Respect, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:00:20,Yes,61197b469838f3a6ccfe0b9a,Occasionally,7,7,6,7,"Family, Honesty / Integrity, Health",Family and living every day like its your last. Also living in the moment,6,5,6,2,6,7,2,2,2,Work / career,4,4,4,3,4,6,2,3,2,3,3,2,2,2,4,4,5,"Honesty, Human wellbeing, Transparency",25 - 34,Employed full time,Some university/college,UK,Woman,6
25/11/2025 10:00:21,Yes,6112bab70c61f8247ee7e228,Very often,7,7,7,7,"Honesty / Integrity, Compassion, Creativity",Being able to continue what I do without the distractions of money related situations,5,5,5,2,5,6,3,2,5,"Relationships, Finances",4,4,4,4,3,7,1,3,2,4,2,5,2,7,3,4,6,"Honesty, Empathy, Fairness",55 - 65,Self-employed / freelance,Some university/college,Canada,Man,5
25/11/2025 10:00:23,Yes,672d0d5e0b4b3d70bff252c8,Sometimes,6,6,6,6,"Family, Compassion, Responsibility",My family ,7,7,7,2,6,7,2,1,1,"Health, Digital habits",4,5,3,4,4,6,2,3,1,6,4,2,1,6,5,6,6,"Honesty, Human wellbeing, Accountability",45 - 54,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:00:31,Yes,67d411652ada0a7584b2558e,Very often,6,6,6,6,"Family, Security / Stability, Health",health,7,7,6,1,7,6,1,1,1,"Health, Relationships, Work / career, Finances, Purpose / direction",5,5,5,5,4,6,2,1,1,1,1,1,5,4,5,6,6,"Respect, Responsibility, Transparency",25 - 34,Employed full time,Postgraduate degree,UK,Man,6
25/11/2025 10:00:32,Yes,6743b6485aa80290b8e10552,Sometimes,7,7,7,6,"Honesty / Integrity, Security / Stability, Compassion","My children's happiness, my happiness and all of our health. A great relationship with a partner where we can share daily.",6,3,5,3,5,7,2,2,3,"Time / focus, Relationships, Finances",3,3,3,3,2,6,5,5,6,6,3,3,5,6,7,6,6,"Fairness, Respect, Non-harm",55 - 65,Employed full time,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:00:36,Yes,5ea8c40504081a31ebd22b41,Occasionally,6,6,7,6,"Honesty / Integrity, Health, Independence",Being true to my own values,6,5,5,2,5,6,2,2,2,None,4,5,2,2,4,6,2,2,2,2,2,2,1,7,6,4,6,"Honesty, Responsibility, Non-harm",55 - 65,Not currently working,Postgraduate degree,UK,Woman,6
25/11/2025 10:00:39,Yes,6658c369bc36ded0ffe472b8,Everyday,7,7,7,7,"Security / Stability, Health, Adventure",My own happiness ,7,7,7,7,7,7,1,1,1,"Health, Relationships, Purpose / direction",5,5,4,4,5,7,1,6,1,4,1,1,3,7,4,7,7,"Honesty, Fairness, Transparency",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:00:40,Yes,646346fe4c7507b84b11a28a,Rarely,6,6,5,6,"Honesty / Integrity, Health, Community / Contribution",Family and friends,5,4,4,3,5,5,4,5,6,"Relationships, Finances",3,2,4,1,3,4,3,5,5,5,5,6,6,5,7,6,5,"Empathy, Transparency, Accountability",45 - 54,Employed full time,Postgraduate degree,UK,Man,3
25/11/2025 10:00:41,Yes,69136b09f2ad9aacbdc00e4c,Everyday,6,6,4,6,"Family, Achievement / Growth, Adventure",Taking care of my family and making sure they are well and taken care of.,5,3,3,6,3,4,6,7,7,"Health, Time / focus, Relationships, Work / career, Finances, Purpose / direction",3,3,3,3,3,5,4,5,6,5,6,7,7,4,7,7,7,"Honesty, Empathy, Non-harm",25 - 34,Employed full time,Bachelor’s degree,Canada,Man,3
25/11/2025 10:00:42,Yes,5bf2f728bd9f150001f6cc42,Everyday,5,5,3,4,"Family, Honesty / Integrity, Security / Stability",My family,4,4,4,6,4,4,6,4,6,"Health, Work / career, Purpose / direction",2,2,2,2,2,4,2,5,4,4,4,4,3,5,4,5,4,"Honesty, Fairness, Transparency",55 - 65,Employed full time,Bachelor’s degree,UK,Man,2
25/11/2025 10:00:43,Yes,69136c9d727bae73fa22b419,Everyday,7,7,7,7,"Family, Honesty / Integrity, Achievement / Growth",peace ,7,7,7,1,7,7,7,7,7,"Health, Time / focus, Relationships, Work / career, Finances, Purpose / direction",5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,"Honesty, Fairness, Respect",18 - 24,Employed full time,Bachelor’s degree,Canada,Woman,7
25/11/2025 10:00:44,Yes,676054e83e05d53860441b69,Often,5,5,5,5,"Family, Honesty / Integrity, Compassion",my family and friends ,5,4,4,3,3,5,4,5,5,"Time / focus, Finances",3,3,3,2,3,4,3,3,3,3,4,4,1,6,4,5,5,"Honesty, Human wellbeing, Accountability",18 - 24,Other,Bachelor’s degree,UK,Woman,4
25/11/2025 10:00:47,Yes,69136bffb84ab0ccae375235,Often,6,6,3,5,"Family, Honesty / Integrity, Achievement / Growth",My family and living a fulfilled life. ,6,5,5,6,6,6,3,6,6,"Health, Time / focus, Finances",4,2,3,2,4,5,5,5,5,6,6,5,5,6,4,4,7,"Empathy, Responsibility, Transparency",25 - 34,Employed full time,Some university/college,Canada,Woman,5
25/11/2025 10:00:49,Yes,5bef41fa54277d000114d6ad,Often,7,7,7,7,"Family, Compassion, Responsibility",Family ,7,6,6,2,6,7,2,2,2,Work / career,4,4,4,4,4,6,2,2,2,2,2,2,3,6,4,6,6,"Fairness, Respect, Responsibility",25 - 34,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:00:51,Yes,6777d289f3eaa43bfd9c878c,Sometimes,6,6,6,6,"Family, Honesty / Integrity, Health",Peace of mind,4,2,1,6,1,4,4,6,6,"Time / focus, Work / career, Purpose / direction",2,2,1,1,2,5,2,5,4,5,2,4,4,6,5,5,6,"Honesty, Fairness, Non-harm",25 - 34,Not currently working,High school,US,Man,4
25/11/2025 10:00:51,Yes,66742c4307bb2004831faaef,Everyday,6,6,6,6,"Family, Honesty / Integrity, Health",My children ,7,5,5,3,6,5,6,6,4,"Health, Time / focus, Relationships",4,4,3,4,4,6,5,5,5,5,5,6,5,5,6,6,6,"Honesty, Non-harm, Transparency",25 - 34,Employed full time,Some university/college,UK,Woman,6
25/11/2025 10:00:53,Yes,60c961dd88bde0638e8ee828,Rarely,5,5,5,7,"Family, Honesty / Integrity, Achievement / Growth",The people that I love.,7,5,5,1,5,4,3,1,1,"Health, Time / focus, Relationships",4,4,3,3,4,6,1,1,1,4,6,6,6,6,7,4,4,"Non-harm, Transparency, Accountability",25 - 34,Not currently working,Bachelor’s degree,US,Woman,4
25/11/2025 10:00:53,Yes,5755c957eb80c4000741a9ce,Very often,6,6,7,5,"Compassion, Creativity, Responsibility",Trying to do no harm. ,4,3,3,3,2,4,3,2,5,Relationships,2,3,2,1,2,5,1,5,2,6,5,5,3,6,6,5,6,"Honesty, Respect, Non-harm",35 - 44,Self-employed / freelance,Postgraduate degree,UK,Man,3
25/11/2025 10:00:54,Yes,60ddc62b071a009e0b0c2922,Rarely,7,7,2,6,"Honesty / Integrity, Compassion, Creativity",love,6,6,7,7,7,6,7,6,2,"Time / focus, Digital habits",4,4,5,5,5,6,1,1,1,5,6,5,1,7,2,6,2,"Honesty, Empathy, Respect",35 - 44,Self-employed / freelance,Some university/college,UK,Man,6
25/11/2025 10:00:56,Yes,68cd477c8333b6aead1f03bd,Everyday,6,6,5,5,"Family, Security / Stability, Health",Health and stable income,4,4,2,7,2,4,6,2,5,"Health, Work / career, Finances",2,2,2,2,1,2,1,5,5,2,3,5,5,7,5,5,7,"Responsibility, Human wellbeing, Non-harm",35 - 44,Self-employed / freelance,Some university/college,Canada,Woman,3
25/11/2025 10:00:56,Yes,664b530d4cf8b88b68548a11,Often,6,4,5,5,"Family, Health, Adventure",Experience,3,3,4,5,5,4,2,2,2,Work / career,2,3,2,1,2,5,2,2,2,3,4,5,2,5,6,7,7,"Empathy, Human wellbeing, Non-harm",25 - 34,Employed full time,Postgraduate degree,UK,Man,4
25/11/2025 10:00:57,Yes,676053d1c484953696284bd8,Rarely,6,6,6,6,"Family, Security / Stability, Health",Being happy/content,4,3,3,6,3,4,5,6,6,"Health, Relationships, Work / career, Finances, Purpose / direction",2,3,1,2,4,5,5,4,5,5,5,5,1,7,7,7,7,"Honesty, Non-harm, Transparency",18 - 24,Not currently working,Bachelor’s degree,UK,Woman,4
25/11/2025 10:00:59,Yes,5b780cc655f12e0001b4d85a,Often,7,7,5,7,"Family, Honesty / Integrity, Security / Stability",My family mean the most to me,7,7,7,1,6,7,1,1,1,None,4,4,3,4,5,6,4,2,1,1,1,1,3,5,3,5,6,"Honesty, Non-harm, Accountability",45 - 54,Employed full time,High school,UK,Man,6
25/11/2025 10:01:00,Yes,664f4729958d6a1fa6ab96de,Everyday,5,7,4,2,"Honesty / Integrity, Independence, Creativity",Peace of mind,1,6,7,7,7,7,2,7,7,Relationships,2,2,3,1,3,1,1,5,7,7,7,7,7,4,1,4,7,"Empathy, Non-harm, Transparency",25 - 34,Not currently working,High school,Canada,Man,4
25/11/2025 10:01:05,Yes,5c478dae685da800014c8119,Sometimes,5,5,4,4,"Family, Health, Adventure","My family, being there for them and being able to support them anyway that I can",5,4,3,5,4,5,6,5,5,Work / career,2,3,3,3,4,3,4,6,4,6,5,5,4,6,7,4,3,"Honesty, Fairness, Non-harm",25 - 34,Not currently working,High school,UK,Man,3
25/11/2025 10:01:07,Yes,5ed91ca79e50c2472f4045a2,Never,6,5,2,6,"Honesty / Integrity, Compassion, Responsibility",Family,3,4,1,4,2,6,2,4,4,"Health, Work / career, Purpose / direction",3,2,1,2,2,5,3,6,2,6,6,2,1,7,6,4,6,"Honesty, Non-harm, Accountability",35 - 44,Not currently working,Bachelor’s degree,UK,Woman,4
25/11/2025 10:01:07,Yes,5eccf455d8fbb95121cc38cd,Everyday,6,6,7,7,"Family, Honesty / Integrity, Health",family,7,7,7,1,6,6,1,1,1,"Digital habits, Finances",5,5,4,4,5,7,2,1,1,3,6,4,4,6,7,1,7,"Honesty, Fairness, Respect",25 - 34,Employed part-time,Some university/college,UK,Woman,7
25/11/2025 10:01:09,Yes,69161cd8657abeea33d77179,Often,6,7,6,7,"Family, Honesty / Integrity, Security / Stability",My Family,6,5,6,2,5,5,4,5,5,Finances,4,3,4,2,3,5,4,2,3,2,2,3,2,6,3,7,7,"Honesty, Human wellbeing, Non-harm",45 - 54,Employed full time,Some university/college,Ireland,Man,4
25/11/2025 10:01:10,Yes,5c1cb46aaaf1320001426b9e,Often,7,7,7,5,"Family, Honesty / Integrity, Compassion",Family,5,5,5,6,4,6,3,6,6,"Health, Relationships",3,3,3,2,3,5,6,6,4,4,5,4,3,5,3,6,6,"Honesty, Respect, Transparency",45 - 54,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:01:13,Yes,5ea5856f110e69000a0f7509,Often,7,7,7,7,"Family, Honesty / Integrity, Faith / Spirituality",My whole famly and my pets are my world,5,6,7,6,6,6,6,6,7,None,3,5,3,4,4,6,6,7,5,5,2,7,6,5,5,5,6,"Honesty, Human wellbeing, Transparency",55 - 65,Employed full time,High school,UK,Woman,6
25/11/2025 10:01:13,Yes,6727fbf6470d7837d1258b42,Everyday,7,7,4,7,"Family, Responsibility, Faith / Spirituality",Faith,6,5,4,2,5,4,1,5,5,"Time / focus, Digital habits",3,4,5,4,5,7,2,2,5,6,5,3,1,3,6,7,7,"Empathy, Responsibility, Human wellbeing",25 - 34,Not currently working,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:01:14,Yes,65afebd8a03c51a703d9b5ed,Sometimes,6,6,6,6,"Family, Health, Compassion",The health and safety of my family and those around me (extended to the environment/ ecology as well).,6,5,4,4,4,4,2,1,4,"Time / focus, Work / career",4,4,3,3,3,6,4,2,1,4,3,2,5,6,5,6,6,"Honesty, Empathy, Non-harm",35 - 44,Employed part-time,Bachelor’s degree,Canada,Woman,6
25/11/2025 10:01:15,Yes,57db00fcb9fb6f0001dda512,Everyday,7,7,6,7,"Family, Security / Stability, Compassion","My daughter, and being able to provide a secure life for her, teaching her to always be compassionate and kind to others, especially those who are less fortunate than us.",6,5,6,1,6,6,1,2,2,"Work / career, Finances",4,3,3,2,3,6,4,4,2,3,3,2,1,4,3,5,5,"Empathy, Responsibility, Non-harm",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:01:16,Yes,5e5024d8b0c66e06d4d4c5d8,Occasionally,5,6,6,5,"Honesty / Integrity, Achievement / Growth, Compassion",Integrity,6,6,4,5,4,5,2,3,3,"Digital habits, Purpose / direction",3,2,2,4,3,6,4,5,3,7,6,7,4,6,7,7,7,"Empathy, Responsibility, Human wellbeing",35 - 44,Self-employed / freelance,Postgraduate degree,UK,Woman,5
25/11/2025 10:01:18,Yes,5c3a4e759e794d000129a225,Rarely,5,6,7,6,"Family, Independence, Creativity",Family. I have given my life to them so far.,3,5,2,2,3,5,6,7,7,"Relationships, Finances, Purpose / direction",4,4,3,2,3,2,6,5,7,7,7,7,1,7,7,6,7,"Honesty, Fairness, Responsibility",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,3
25/11/2025 10:01:19,Yes,678ce1ebd56c85701ebce209,Everyday,5,6,4,5,"Honesty / Integrity, Compassion, Responsibility",being thoughtful and supportive to everyone,6,5,6,4,6,6,2,5,6,"Time / focus, Finances",4,4,2,3,3,5,2,3,2,5,3,2,5,6,6,7,6,"Honesty, Empathy, Fairness",45 - 54,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:01:19,Yes,57527f5f0811ad0006f37c29,Everyday,6,6,5,6,"Family, Achievement / Growth, Independence",My health.,7,7,6,1,7,7,1,1,1,"Health, Relationships, Work / career, Purpose / direction",4,5,4,4,5,7,2,1,1,3,3,2,4,5,2,7,7,"Honesty, Responsibility, Human wellbeing",35 - 44,Employed full time,Some university/college,US,Man,6
25/11/2025 10:01:22,Yes,5ee27217fd7c7c72eb755cbe,Often,7,7,6,7,"Family, Achievement / Growth, Health",Family.,7,7,7,1,7,7,1,1,1,"Health, Time / focus, Relationships, Work / career, Digital habits, Finances, Purpose / direction",5,5,5,5,5,7,5,2,2,2,2,2,5,6,4,6,5,"Honesty, Human wellbeing, Accountability",55 - 65,Employed full time,Some university/college,UK,Woman,7
25/11/2025 10:01:23,Yes,672675b43041ee0d6eb749f8,Everyday,7,7,7,7,"Family, Achievement / Growth, Security / Stability",My family's safety and security matters most to me in life. ,7,7,7,1,7,7,1,2,3,Digital habits,5,5,5,5,5,7,2,2,2,6,4,4,5,6,4,5,5,"Honesty, Transparency, Accountability",35 - 44,Employed full time,Postgraduate degree,US,Man,7
25/11/2025 10:01:29,Yes,63d7b18eebaaaac354afdde0,Sometimes,5,6,6,7,"Family, Security / Stability, Health",Family,6,7,7,2,5,7,2,3,2,None,4,4,3,3,3,7,3,2,2,5,2,3,3,6,3,3,3,"Honesty, Responsibility, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:01:29,Yes,67c7aab3139414ee655b0bb8,Sometimes,6,6,6,7,"Family, Health, Faith / Spirituality",Family,6,6,5,5,6,5,2,3,3,"Health, Relationships, Digital habits",4,4,3,3,4,6,1,2,2,5,2,2,2,7,6,6,6,"Honesty, Empathy, Respect",25 - 34,Employed part-time,Some university/college,Canada,Man,6
25/11/2025 10:01:30,Yes,691b9a446d7d371c74ab7227,Everyday,6,6,5,7,"Family, Security / Stability, Health",My Family ,6,6,7,2,7,6,5,6,5,"Time / focus, Digital habits, Finances",4,4,4,4,4,7,5,6,4,7,6,5,6,6,2,4,4,"Honesty, Responsibility, Non-harm",25 - 34,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:01:35,Yes,5b91dc16cc81a400017a3438,Rarely,7,7,6,7,"Family, Honesty / Integrity, Faith / Spirituality",Being there for my future wife,7,7,6,1,7,7,2,1,7,None,5,4,4,4,5,7,2,2,6,1,1,1,2,7,6,2,5,"Fairness, Transparency, Accountability",25 - 34,Employed full time,Bachelor’s degree,US,Man,7
25/11/2025 10:01:36,Yes,69138fc0acb88a6d2a6f8fb8,Often,6,5,7,5,"Family, Honesty / Integrity, Health",not contradicting one's own set of morals for empty personal gain,4,5,2,5,5,6,5,3,5,"Relationships, Digital habits, Finances",4,4,5,2,4,6,1,2,1,5,5,2,4,5,3,5,5,"Honesty, Responsibility, Transparency",25 - 34,Self-employed / freelance,Some university/college,Canada,Man,5
25/11/2025 10:01:37,Yes,5c093a3f600aff0001d7002c,Everyday,5,6,4,6,"Security / Stability, Health, Independence",Be self reliant and not be a burden on anyone,5,5,5,3,5,6,5,7,7,"Health, Time / focus, Relationships, Work / career",3,4,2,2,3,6,1,7,4,7,7,5,4,4,6,7,7,"Honesty, Non-harm, Accountability",45 - 54,Self-employed / freelance,Bachelor’s degree,Australia,Man,5
25/11/2025 10:01:39,Yes,5c4d8d706b23ab0001a34af2,Sometimes,3,5,6,2,"Security / Stability, Independence, Creativity","Freedom, having a choice and helping others. ",2,3,2,4,2,4,4,6,6,"Work / career, Purpose / direction",2,3,2,2,3,3,3,5,5,4,1,4,1,6,5,6,4,"Responsibility, Non-harm, Accountability",25 - 34,Not currently working,High school,UK,Woman,3
25/11/2025 10:01:39,Yes,673e49a40c248822d47e01e4,Everyday,5,5,5,5,"Family, Honesty / Integrity, Achievement / Growth",family and friends,6,6,6,6,6,5,5,5,3,"Work / career, Digital habits, Purpose / direction",4,4,4,4,4,5,2,4,4,6,6,5,5,5,4,4,5,"Responsibility, Non-harm, Transparency",25 - 34,Employed full time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:01:41,Yes,5def0431a506d95b31007a88,Occasionally,7,7,6,7,"Family, Honesty / Integrity, Security / Stability",Family,6,6,7,2,5,6,3,2,1,None,4,3,4,3,3,6,3,2,2,2,1,1,1,6,7,7,7,"Honesty, Responsibility, Non-harm",Over 65,Other,Some university/college,Canada,Woman,6
25/11/2025 10:01:41,Yes,60281332c5cb69104a427866,Occasionally,5,5,6,6,"Family, Security / Stability, Health",Being healthy for me to achieve my goals.,6,4,6,5,5,5,6,7,5,"Health, Time / focus, Relationships, Purpose / direction",4,4,3,2,3,5,4,5,4,5,4,3,5,5,6,6,6,"Fairness, Non-harm, Transparency",18 - 24,Employed part-time,Some university/college,UK,Man,5
25/11/2025 10:01:42,Yes,5f160514e2a4062d2a0ded58,Sometimes,6,5,6,6,"Family, Honesty / Integrity, Compassion",Family and friends,5,5,3,6,4,5,3,4,5,"Health, Finances, Purpose / direction",4,4,4,1,3,5,3,3,2,3,2,5,2,6,7,7,7,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed full time,High school,UK,Man,5
25/11/2025 10:01:42,Yes,5ded58a8217786000b2b2511,Sometimes,5,6,5,5,"Honesty / Integrity, Responsibility, Adventure",To stay healthy and active in order to pursue hobbies and at the same time contribute to society by giving something back. ,6,5,6,3,6,6,3,4,3,None,4,3,2,3,4,6,4,2,3,5,4,3,5,4,3,6,6,"Honesty, Responsibility, Transparency",Over 65,Not currently working,High school,UK,Man,6
25/11/2025 10:01:45,Yes,5ea307d6e0ee64080f1c3e0d,Very often,7,6,6,7,"Family, Honesty / Integrity, Security / Stability",My family & friends,6,6,6,2,6,7,5,5,2,"Health, Digital habits",5,4,4,3,3,6,2,2,1,6,3,5,4,5,5,7,6,"Honesty, Fairness, Human wellbeing",25 - 34,Employed full time,Bachelor’s degree,UK,Man,7
25/11/2025 10:01:45,Yes,61f2adffa09e72f23cbaf9e9,Occasionally,4,5,4,5,"Family, Security / Stability, Health","My children, my family and friendships. My job, dancing and music ",5,5,5,4,5,5,3,2,3,"Health, Relationships, Digital habits",3,3,3,2,3,6,2,2,3,5,4,3,3,6,3,5,5,"Non-harm, Transparency, Accountability",35 - 44,Employed part-time,Bachelor’s degree,UK,Woman,4
25/11/2025 10:01:46,Yes,6002a3d10236d12bbce9aa3a,Occasionally,7,6,6,7,"Family, Honesty / Integrity, Health",Family,7,6,6,2,5,7,1,2,1,Digital habits,5,4,4,4,4,6,2,2,1,1,1,1,1,4,4,4,5,"Non-harm, Transparency, Accountability",35 - 44,Employed part-time,Some university/college,UK,Woman,7
25/11/2025 10:01:47,Yes,5c0b388b9c7b1100015ab55f,Often,7,7,7,6,"Family, Security / Stability, Independence",Family,7,7,7,1,7,6,2,2,2,Digital habits,4,4,5,4,4,7,7,1,3,7,5,7,2,5,6,4,5,"Honesty, Responsibility, Human wellbeing",55 - 65,Employed full time,Bachelor’s degree,US,Woman,7
25/11/2025 10:01:49,Yes,66d58bf20a9e61f3d4b541dd,Sometimes,7,7,7,7,"Family, Honesty / Integrity, Compassion",Living my best life,7,7,7,2,7,6,2,2,1,None,4,4,4,2,5,6,2,4,2,5,3,1,3,6,4,2,3,"Responsibility, Non-harm, Transparency",55 - 65,Employed part-time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:01:51,Yes,5dd55652f30aa650f027e1c2,Often,7,7,5,7,"Achievement / Growth, Security / Stability, Health",Personal growth,7,7,7,1,7,7,1,1,1,Time / focus,4,4,4,5,5,7,4,1,1,1,1,1,1,7,4,5,7,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed full time,Bachelor’s degree,US,Man,6
